score	clip	text spoken	heard
0.86	playground_s1.mp3	ବର୍ତ୍ତମାନ ଆମେ ବିଦ୍ୟାଳୟ ପଛରେ. ଏହା ଆମର ଖେଳ ପଡ଼ିଆ.	5.9s
0.86	evs-nur-festivals-s09.mp3	ତୁମ ଘରେ କେଉଁ ପର୍ବ ପାଳନ୍ତି.	2.9s
0.86	evs-lkg-special-vehicles-s02.mp3	ଏହା ପୋଲିସ ଗାଡ଼ି. ପୋଲିସ ଏଥିରେ ଆମକୁ ସାହାଯ୍ୟ କରିବାକୁ ଆସନ୍ତି.	6.3s
0.86	evs-ukg-water-cycle-s04.mp3	ମେଘ ଓଜନିଆ ଓ ଧୂସର ହୁଏ, ଆଉ ବର୍ଷା ହୁଏ.	4.3s
0.86	eng-lkg-animal-products-s09.mp3	ମହୁମାଛି ଫୁଲରୁ ରସ ସଂଗ୍ରହ କରେ.	3.4s
0.86	hin-ukg-swar-s01.mp3	ଏବେ ଏହି ସ୍ୱରବର୍ଣ୍ଣଗୁଡ଼ିକ ଦେଖ.	3.6s
0.86	hin-ukg-swar-s08.mp3	ଏବେ ଏହି ସ୍ୱରବର୍ଣ୍ଣଗୁଡ଼ିକ ଦେଖ.	3.6s
0.86	math-lkg-odd-even-s10.mp3	ଦଶ, ଯୁଗ୍ମ, ସମସ୍ତଙ୍କର ଯୋଡ଼ି ଅଛି.	3.6s
0.86	eng-nur-bird-animal-sounds-s01.mp3	ପ୍ରତ୍ୟେକ ପକ୍ଷୀ ଓ ପଶୁର ନିଜର ସ୍ୱର ଅଛି. ଗୋଟିଏକୁ ଦେଖ, ଆଉ ଶୁଣ.	6.8s
0.86	evs-ukg-safe-touch-s05.mp3	ଦ୍ୱିତୀୟ, ସେଠାରୁ ଦୂରକୁ ଚାଲିଯାଅ.	3.2s
0.86	math-lkg-open-close-s03.mp3	ଏହି କବାଟ ବନ୍ଦ.	1.8s
0.86	math-nur-count-21-50-s02.mp3	ଏକୋଇଶ ରୁ ପଚିଶ.	1.8s
0.86	evs-ukg-india-culture-s06.mp3	ପର୍ବରେ ଆମେ ଅଗଣାରେ ଝୋଟି ପକାଉ.	3.4s
0.86	math-nur-count-21-50-s01.mp3	ଏବେ ଏକୋଇଶରୁ ପଚାଶ ଯାଏଁ ଗଣିବା.	3.4s
0.86	math-nur-near-far-s04.mp3	ଆଉ ଏହି ବଲ ଦୂରରେ ଅଛି.	2.5s
0.86	math-lkg-full-empty-s01.mp3	ଏହି ଗିଲାସ ଭର୍ତ୍ତି.	2.0s
0.86	math-nur-up-down-s01.mp3	ନାଲି ବଲ ଉପରେ ଅଛି, ଆଲମାରି ଉପରେ.	3.6s
0.86	demo-snow-s02.mp3	ଏଠି ଆମ ତମ୍ବୁ, ଆଉ ଏଠି ଆମକୁ ଉଷୁମ ରଖୁଥିବା ନିଆଁ.	5.2s
0.87	school_office_s2.mp3	ପ୍ରତିଦିନ ସକାଳେ ତୁମର ନାମ ସେହି ଖାତାରେ ଲେଖା ହୁଏ.	5.0s
0.87	solar_system_s9.mp3	ୟୁରାନସ୍ ପାର୍ଶ୍ୱରେ ଶୋଇଛି, ଗଡ଼ୁଥିବା ବଲ ପରି.	4.6s
0.87	math-nur-count-51-100-s02.mp3	ଏକାବନ ରୁ ପଞ୍ଚାବନ.	2.3s
0.87	eng-lkg-transport-types-s13.mp3	ଏହା ଏକ ଉଡ଼ାଜାହାଜ.	2.1s
0.87	eng-nur-shapes-s07.mp3	ଏହା ଏକ ଅଣ୍ଡାକାର.	2.1s
0.87	evs-lkg-animal-babies-s01.mp3	ପ୍ରତ୍ୟେକ ପଶୁର ଛୁଆ ଥାଏ. ଆସ ଦେଖିବା, କାହାର ଛୁଆ କିଏ.	5.5s
0.87	evs-ukg-river-crossing-s06.mp3	ଡଙ୍ଗାରେ ଆମେ ବସି ରହୁ, ଆଉ ହାତ ପାଣିରେ ପୂରାଉ ନାହିଁ.	5.0s
0.87	evs-ukg-water-cycle-s05.mp3	ବର୍ଷାରେ ପୋଖରୀ ପୁଣି ଭରିଯାଏ. ଆଉ ତାପରେ ଏସବୁ ପୁଣି ଆରମ୍ଭ ହୁଏ.	6.6s
0.87	evs-lkg-animal-food-s01.mp3	ସମସ୍ତଙ୍କୁ ଭୋକ ଲାଗେ, ପଶୁମାନଙ୍କୁ ମଧ୍ୟ. ଆସ ଦେଖିବା, କିଏ କଣ ଖାଏ.	6.9s
0.87	evs-ukg-seasons-s05.mp3	ଶୀତଦିନେ ଥଣ୍ଡା ଲାଗେ. ଆକାଶ ଧୂସର ଦିଶେ, ଆଉ ଆମେ ନିଆଁ ପାଖରେ ସେକି ହେଉ.	6.9s
0.87	eng-nur-alphabets-s70.mp3	ଏହା ବଡ଼ ଏକ୍ସ.	1.6s
0.87	eng-nur-alphabets-s71.mp3	ଏହା ଛୋଟ ଏକ୍ସ.	1.6s
0.87	eng-nur-domestic-animals-s03.mp3	ଏହା ଏକ ମଇଁଷି. ମଇଁଷି ମଧ୍ୟ କ୍ଷୀର ଦିଏ.	4.1s
0.87	eng-nur-insects-s02.mp3	ଏହା ଏକ ପିମ୍ପୁଡ଼ି. ପିମ୍ପୁଡ଼ି ବହୁତ ପରିଶ୍ରମ କରେ.	5.0s
0.87	evs-ukg-farm-visit-goat.mp3	ଏହା ଏକ ଛେଳି. ଛେଳି ପତ୍ର ଖାଏ ଆଉ କ୍ଷୀର ଦିଏ.	4.6s
0.87	evs-ukg-snow-camp-s04.mp3	ଏହା ଏକ ଦେବଦାରୁ ଗଛ. ଏହାର ଡାଳରେ ବରଫ ଜମିଛି.	5.1s
0.87	eng-nur-birds-s06.mp3	ଏହା ଏକ ମୟୂର. ମୟୂର ଆମର ଜାତୀୟ ପକ୍ଷୀ.	4.4s
0.88	hin-lkg-khet-upar-niche-s01.mp3	ଏହା କ୍ଷେତର ମାଟି, ଆଉ ତା ଉପରେ ଭୂଇଁ.	3.7s
0.88	solar_system_s6.mp3	ମଙ୍ଗଳ ଲାଲ, କାରଣ ତାର ଧୂଳି କଳଙ୍କି. ସେଠାରେ ପିଇବା ପାଣି ନାହିଁ.	6.2s
0.88	evs-ukg-national-symbols-s06.mp3	ଆମ୍ବ ଆମର ଜାତୀୟ ଫଳ.	2.5s
0.88	math-ukg-add-single-s06.mp3	ଚାରି ଆଉ ଏକ ମିଶି ପାଞ୍ଚ.	2.5s
0.88	eng-nur-insects-s07.mp3	ଏହା ଏକ ଝିଣ୍ଟିକା. ଝିଣ୍ଟିକା ଉଚ୍ଚକୁ ଡିଏଁ.	4.1s
0.88	evs-ukg-flowers-s08.mp3	ଫୁଲ ଗଛରେ ହିଁ ସୁନ୍ଦର ଦିଶେ. ଆମେ ବିନା କାରଣରେ ଫୁଲ ତୋଳୁ ନାହିଁ.	6.0s
0.88	school_hall_s1.mp3	ବର୍ତ୍ତମାନ ଆମେ ବିଦ୍ୟାଳୟ ଭିତରେ. ଏହା ଗଳି.	4.6s
0.88	hin-ukg-char-akshar-s08.mp3	ମିଶି ହେଲା ଅଜଗର, ମାନେ ଅଜଗର ସାପ.	3.7s
0.88	eng-nur-shapes-s02.mp3	ଏହା ଏକ ବୃତ୍ତ.	1.6s
0.88	eng-lkg-transport-types-s06.mp3	ଏହା ଏକ ରେଳଗାଡ଼ି.	1.8s
0.88	math-ukg-multiply-single-s06.mp3	ଚାରିଟିର ତିନି ଧାଡ଼ି.	1.8s
0.88	eng-nur-birds-s03.mp3	ଏହା ଏକ ଘରଚଟିଆ. ଏହା ଗୋଟିଏ ଛୋଟ ପକ୍ଷୀ.	4.4s
0.88	math-nur-count-51-100-s50.mp3	ଏକାନବେ ରୁ ପଞ୍ଚାନବେ.	2.3s
0.88	math-ukg-compare-numbers-s06.mp3	ପାଞ୍ଚ ଆଉ ପାଞ୍ଚ ସମାନ.	2.5s
0.88	demo-sky-s02.mp3	ମେଘ ଆମ ପାଖ ଦେଇ ଯାଉଛି. ମୁଣ୍ଡ ବୁଲାଇ ଚାରିଆଡ଼େ ଦେଖ.	5.3s
0.88	playground_s4.mp3	ବାଲି ଗାତ ଖୋଳିବା ପାଇଁ. ବର୍ତ୍ତମାନ ଭିତରକୁ ଫେରିବା.	5.1s
0.88	evs-lkg-body-parts-s01.mp3	ଏହା ଆମ ଶରୀର. ଆସ ଏହାର ଅଙ୍ଗଗୁଡ଼ିକର ନାଁ ଶିଖିବା.	5.3s
0.88	school_about.mp3	ଏହା ଆମର ବିଦ୍ୟାଳୟ. ଆମେ ଏଠାରେ ଶିଖିବାକୁ ଓ ଖେଳିବାକୁ ଆସୁ.	6.0s
0.88	evs-ukg-india-culture-s08.mp3	ଆମେ ଅଲଗା ଅଲଗା, ତଥାପି ଆମେ ସମସ୍ତେ ଏକ. ଆମେ ସମସ୍ତେ ଭାରତୀୟ.	6.7s
0.88	solar_system_s2.mp3	ବର୍ତ୍ତମାନ ପାଖକୁ ଆସ. ଏହା ସୂର୍ଯ୍ୟ. ସେ ଆମକୁ ଆଲୋକ ଓ ଉତ୍ତାପ ଦିଏ.	7.2s
0.88	evs-ukg-village-city-s05.mp3	ଗାଁରେ ନିଚା, ସହରରେ ଉଚ୍ଚ, ଆଉ ଦୁଇ ଜାଗାରେ ଲୋକ ରହନ୍ତି.	5.6s
0.88	math-lkg-more-less-same-s05.mp3	ଏଠି ତିନିଟି ଅଛି, ଆଉ ଏଠି ତିନିଟି.	3.3s
0.88	evs-ukg-village-city-s01.mp3	ଏହା ଏକ ଗାଁ. ଘରଗୁଡ଼ିକ ନିଚା, ଆଉ ପରସ୍ପରଠାରୁ ଦୂରରେ.	5.6s
0.88	evs-lkg-community-helpers-s06.mp3	ଏ ଜଣେ ଅଗ୍ନିଶମ କର୍ମଚାରୀ. ସେମାନେ ନିଆଁ ଲିଭାନ୍ତି.	5.1s
0.88	school_office_s1.mp3	ଏହା କାର୍ଯ୍ୟାଳୟ. ଦିଦି ଏଠାରେ ହାଜିରା ଖାତା ରଖନ୍ତି.	5.1s
0.88	eng-nur-shapes-s01.mp3	ଏହି ଆକୃତିଗୁଡ଼ିକ ଦେଖ.	2.3s
0.88	eng-nur-shapes-s06.mp3	ଏହି ଆକୃତିଗୁଡ଼ିକ ଦେଖ.	2.3s
0.88	evs-lkg-animal-habitats-s03.mp3	ଘରଚଟିଆ ବସାରେ ରହେ.	2.3s
0.88	evs-ukg-farm-visit-s03.mp3	କିଏ ଅଣ୍ଡା ଦିଏ. ଆଉ ପଶମ କାହାଠାରୁ ମିଳେ.	4.2s
0.88	evs-lkg-market-s09.mp3	ଆଉ ବନ୍ଧାକୋବି ମିଳେ.	2.1s
0.88	eng-lkg-months-year-s12.mp3	ତାପରେ ଡିସେମ୍ବର.	1.9s
0.88	evs-lkg-animal-food-s09.mp3	ବିଲେଇ କ୍ଷୀର ପିଏ.	1.9s
0.89	eng-nur-insects-s08.mp3	ଏହା ଏକ ମାଛି. ଏହା ମଇଳା ଉପରେ ବସେ, ତେଣୁ ଖାଦ୍ୟକୁ ଘୋଡ଼ାଇ ରଖ.	6.3s
0.89	evs-ukg-flowers-s03.mp3	ଏହା ଏକ ସୂର୍ଯ୍ୟମୁଖୀ. ଏହା ସୂର୍ଯ୍ୟ ଆଡ଼କୁ ମୁହଁ କରେ.	5.4s
0.89	math-nur-wide-narrow-s02.mp3	ଏହି ବାଟ ସରୁ. ଏଥିରେ କେବଳ ଜଣେ ଲୋକ ଚାଲିପାରିବ.	4.9s
0.89	evs-ukg-states-india-s10.mp3	ତୁମେ କେଉଁ ରାଜ୍ୟରେ ରୁହ. ତୁମ ଦିଦିଙ୍କୁ ପଚାର.	4.4s
0.89	eng-nur-alphabets-s27.mp3	ଆଇ, ଆଇସ କ୍ରିମ, ମାନେ ଆଇସକ୍ରିମ.	3.7s
0.89	eng-nur-animals-check-s02.mp3	ଏମାନଙ୍କ ଭିତରୁ କେଉଁଟି ବଣୁଆ ପଶୁ.	3.7s
0.89	math-lkg-opposites-s06.mp3	ଆଉ ଏହା ଖାଲି, ଭର୍ତ୍ତିର ଓଲଟା.	3.3s
0.89	hin-ukg-teen-akshar-s02.mp3	ମିଶି ହେଲା କମଲ, ମାନେ ପଦ୍ମ.	2.8s
0.89	evs-ukg-farm-visit-cow.mp3	ଏହା ଏକ ଗାଈ. ସେ ଘାସ ଖାଏ ଆଉ ଆମକୁ କ୍ଷୀର ଦିଏ. ତାର ଛୁଆକୁ ବାଛୁରୀ କୁହାଯାଏ.	7.7s
0.89	evs-ukg-india-culture-s03.mp3	ଅନେକ ଜାଗାରେ ଲୋକେ ମୁଣ୍ଡରେ ପଗଡ଼ି ପିନ୍ଧନ୍ତି.	4.7s
0.89	gk-lkg-sports-equipment-s09.mp3	ହକି ଷ୍ଟିକ ଆଉ ବଲରେ ଖେଳାଯାଏ. ହକି ଆମର ଜାତୀୟ ଖେଳ.	5.6s
0.89	eng-nur-alphabets-s68.mp3	ଏହା ଛୋଟ ଡବ୍ଲ୍ୟୁ.	1.9s
0.89	math-ukg-odd-one-out-s01.mp3	ଏମାନଙ୍କ ଭିତରୁ ଗୋଟିଏ ଅଲଗା, ରଙ୍ଗ ଦେଖ. ତାକୁ ଛୁଅଁ.	5.4s
0.89	solar_system_s4.mp3	ଶୁକ୍ର ଘନ ମେଘରେ ଢଙ୍କା. ଏହା ସବୁଠାରୁ ଗରମ ଗ୍ରହ.	5.4s
0.89	evs-ukg-river-crossing-s04.mp3	ଏହା ଏକ ଡଙ୍ଗା. ଡଙ୍ଗାରେ ମଧ୍ୟ ନଦୀ ପାର ହୋଇହୁଏ.	5.1s
0.89	evs-ukg-serpentarium-s05.mp3	ଏହା ଏକ ଝିଟିପିଟି. ଏହାର ଚାରୋଟି ଗୋଡ଼ ଆଉ ଗୋଟିଏ ଲମ୍ବା ଲାଞ୍ଜ ଥାଏ.	6.8s
0.89	math-ukg-sub-single-s03.mp3	ପାଞ୍ଚ ରୁ ଦୁଇ କାଢ଼ିଲେ, ରହିଲା ତିନି.	3.3s
0.89	eng-nur-shapes-s03.mp3	ଏହା ଏକ ବର୍ଗ.	1.6s
0.89	eng-lkg-days-week-s05.mp3	ଗୁରୁବାର ପରେ ଶୁକ୍ରବାର ଆସେ.	3.0s
0.89	evs-nur-good-habits-s02.mp3	ଆମେ ପ୍ରତିଦିନ ସକାଳେ ଓ ରାତିରେ ଦାନ୍ତ ଘଷୁ.	4.4s
0.89	eng-nur-bird-animal-sounds-duck.mp3	ଏହା ଏକ ବତକ. ବତକ ପ୍ୟାକ ପ୍ୟାକ କରେ.	4.2s
0.89	eng-nur-birds-s05.mp3	ଏହା ଏକ ଶୁଆ. ଶୁଆର ପର ରଙ୍ଗବେରଙ୍ଗ.	4.2s
0.89	evs-nur-good-habits-s01.mp3	ଭଲ ଅଭ୍ୟାସ ଆମକୁ ସୁସ୍ଥ ଓ ଖୁସି ରଖେ.	4.0s
0.89	math-ukg-divide-single-s02.mp3	ଏଗୁଡ଼ିକୁ ଦୁଇଟି ସମାନ ଭାଗରେ ବାଣ୍ଟ.	3.8s
0.89	math-ukg-divide-single-s03.mp3	ଏଗୁଡ଼ିକୁ ଦୁଇଟି ସମାନ ଭାଗରେ ବାଣ୍ଟ.	3.8s
0.89	math-nur-count-51-100-s38.mp3	ଏକାଅଶୀ ରୁ ପଞ୍ଚାଅଶୀ.	2.3s
0.89	gk-lkg-sports-equipment-s08.mp3	ଏହା ଏକ ହକି ଷ୍ଟିକ.	2.1s
0.89	evs-ukg-serpentarium-s01.mp3	ଏହା ସାପ ଘର. ଏଠି ସାପ ଆଉ ଅନ୍ୟ ସରୀସୃପମାନେ କାଚ ପଛରେ ରହନ୍ତି.	7.0s
0.89	math-lkg-odd-even-s06.mp3	ଛଅ, ଯୁଗ୍ମ, ସମସ୍ତଙ୍କର ଯୋଡ଼ି ଅଛି.	3.8s
0.90	eng-lkg-animal-products-s08.mp3	ଏହା ଏକ ମହୁମାଛି.	1.9s
0.90	eng-nur-alphabets-s67.mp3	ଏହା ବଡ଼ ଡବ୍ଲ୍ୟୁ.	1.9s
0.90	evs-lkg-animal-habitats-s06.mp3	ଏହା ଏକ ମହୁମାଛି.	1.9s
0.90	evs-nur-good-habits-s05.mp3	ଆମେ କେଶ କୁଣ୍ଡାଉ.	1.9s
0.90	math-ukg-multiply-single-s05.mp3	ଚାରିଟିର ଦୁଇ ଧାଡ଼ି.	1.9s
0.90	evs-ukg-germination-s05.mp3	ଖରା ଆଉ ପାଣି ପାଇଲେ ଏହା ବଡ଼ ଗଛ ହୋଇଯାଏ.	4.5s
0.90	math-nur-up-down-s03.mp3	ଉପରକୁ ଦେଖ, ପଙ୍ଖା ଉପରେ ଅଛି. ତଳକୁ ଦେଖ, ମସିଣା ତଳେ ଅଛି.	6.1s
0.90	eng-lkg-in-on-under-s02.mp3	ନୀଳ ବଲ ଟେବୁଲ ତଳେ ଅଛି.	2.6s
0.90	eng-nur-fruits-s05.mp3	ଏହା ଏକ ଅଙ୍ଗୁର ପେନ୍ଥା.	2.6s
0.90	eng-nur-elephant-story-s06.mp3	ଅପ୍ପୁ ଖୁସି ହେଲା. ସାଙ୍ଗମାନଙ୍କୁ ସାହାଯ୍ୟ କରିବା ଭଲ କଥା.	5.9s
0.90	eng-nur-elephant-story-s03.mp3	ଅପ୍ପୁ ତା ସାଙ୍ଗ ମାଙ୍କଡ଼କୁ ପଚାରିଲା, ପାଣି କେଉଁଠି ଅଛି. ମାଙ୍କଡ଼ କହିଲା, ପୋଖରୀ ସେପଟେ ଅଛି.	9.0s
0.90	math-lkg-lines-curves-s06.mp3	ଏହା ଅଙ୍କାବଙ୍କା ରେଖା.	2.4s
0.90	math-nur-count-51-100-s14.mp3	ଏକଷଠି ରୁ ପଞ୍ଚଷଠି.	2.4s
0.90	eng-nur-alphabets-s69.mp3	ଡବ୍ଲ୍ୟୁ, ୱାଟରମେଲନ, ମାନେ ତରଭୁଜ.	3.8s
0.90	evs-nur-school-visit-s02.mp3	ସ୍କୁଲର ବଡ଼ କୋଠାକୁ ଦେଖ. ଆମେ ଏଠାକୁ ପଢ଼ିବାକୁ ଓ ଖେଳିବାକୁ ଆସୁ.	6.4s
0.90	chem_lab_s1.mp3	ଏହା ରସାୟନ ପରୀକ୍ଷାଗାର. ଏଠାରେ ଆମେ ପରୀକ୍ଷଣ କରୁ.	5.7s
0.90	eng-nur-find-shapes-s03.mp3	ଘର ଭିତରେ ଗୋଟିଏ ତ୍ରିଭୁଜ ଲୁଚିଛି. ତାକୁ ଖୋଜ ଆଉ ଛୁଅଁ.	5.4s
0.90	evs-ukg-flowers-s06.mp3	ଏହା ଏକ ମନ୍ଦାର ଫୁଲ. ଏହାର ରଙ୍ଗ ଗାଢ଼ ନାଲି.	4.7s
0.90	math-lkg-open-close-s01.mp3	ଏହି ଫାଟକ ବନ୍ଦ. କେହି ଯାଇପାରିବେ ନାହିଁ.	4.0s
0.90	evs-lkg-community-helpers-s05.mp3	ଏ ଜଣେ ଚାଷୀ. ଚାଷୀ ଆମ ପାଇଁ ଖାଦ୍ୟ ଉପୁଜାନ୍ତି.	4.5s
0.90	math-nur-light-heavy-s02.mp3	ପଥର ଓଜନିଆ, ତାର ପଟ ତଳକୁ ଗଲା.	3.8s
0.90	eng-nur-vegetables-s09.mp3	ଏହା ଏକ ବାଇଗଣ.	1.9s
0.90	hin-lkg-sabji-rang-s05.mp3	ଏହା ଏକ ବାଇଗଣ.	1.9s
0.90	math-lkg-full-empty-s03.mp3	ଏହି ବାଟି ଭର୍ତ୍ତି.	1.9s
0.90	evs-ukg-germination-s02.mp3	ମଞ୍ଜି ପାଣି ପିଇ ଫୁଲିଯାଏ. ସେଥିରୁ ଗୋଟିଏ ଛୋଟ ଚେର ବାହାରି ତଳକୁ ବଢ଼େ.	6.9s
0.90	eng-nur-water-animals-s03.mp3	ଏହା ଏକ କଇଁଛ. କଇଁଛର ପିଠିରେ ଟାଣ ଖୋଳ ଥାଏ.	4.7s
0.90	math-nur-count-51-100-s31.mp3	ଏବେ କୁହ, ପଞ୍ଚସ୍ତରି.	2.4s
0.90	evs-ukg-dinosaur-park-s07.mp3	ଡାଇନୋସର ବିଷୟରେ ଆମେ ସେମାନଙ୍କ ହାଡ଼ରୁ ଜାଣିଲୁ, ଯାହା ମାଟି ତଳୁ ମିଳିଥିଲା.	7.6s
0.90	eng-lkg-three-letter-words-s06.mp3	ମିଶି ହେଲା ସନ, ମାନେ ସୂର୍ଯ୍ୟ.	2.8s
0.90	eng-lkg-animal-products-s07.mp3	ମେଣ୍ଢା ଆମକୁ ପଶମ ଦିଏ. ପଶମରୁ ସ୍ୱେଟର ତିଆରି ହୁଏ.	5.7s
0.90	math-lkg-odd-even-s08.mp3	ଆଠ, ଯୁଗ୍ମ, ସମସ୍ତଙ୍କର ଯୋଡ଼ି ଅଛି.	3.8s
0.90	hin-ukg-teen-akshar-s08.mp3	ମିଶି ହେଲା ମକର, ମାନେ କୁମ୍ଭୀର.	3.1s
0.90	eng-lkg-days-week-s08.mp3	ସୋମବାରରୁ ରବିବାର, ଏହା ହେଲା ପୂରା ସପ୍ତାହ.	4.5s
0.91	playground_s3.mp3	ସେହି ହଳଦିଆଟି ଖସଣା. ଆମେ ଉପରକୁ ଚଢ଼ି ତଳକୁ ଆସୁ.	5.5s
0.91	school_hall_s3.mp3	କୌଣସି କବାଟ ପାଖକୁ ଚାଲ, ସେହି ଘରକୁ ଯିବା ପାଇଁ.	4.8s
0.91	eng-nur-elephant-story-s04.mp3	ଅପ୍ପୁ ପୋଖରୀକୁ ଗଲା. ସେ ନିଜର ଲମ୍ବା ଶୁଣ୍ଢରେ ବହୁତ ପାଣି ପିଇଲା.	6.7s
0.91	math-nur-count-51-100-s01.mp3	ଏବେ ଏକାବନରୁ ଶହେ ଯାଏଁ ଗଣିବା.	3.3s
0.91	eng-nur-wild-animal-traits-s05.mp3	ସିଂହର ବେକ ଚାରିପଟେ ଘନ କେଶ ଥାଏ. ତାକୁ କେଶର କୁହାଯାଏ.	5.7s
0.91	eng-nur-alphabets-s54.mp3	ଆର, ରକେଟ, ମାନେ ରକେଟ.	2.4s
0.91	evs-ukg-plant-parts-s04.mp3	ଏଗୁଡ଼ିକ ପତ୍ର. ପତ୍ର ଖରାରୁ ଗଛ ପାଇଁ ଖାଦ୍ୟ ତିଆରି କରେ.	6.0s
0.91	math-lkg-more-less-same-s03.mp3	ଏଠି ଦୁଇଟି ଅଛି, ଆଉ ଏଠି ପାଞ୍ଚଟି.	3.6s
0.91	math-lkg-odd-even-s01.mp3	ଏକ, ଅଯୁଗ୍ମ, ଗୋଟିଏ ବଳିଯାଏ.	3.1s
0.91	eng-nur-elephant-story-s02.mp3	ଦିନେ ବହୁତ ଗରମ ହେଉଥିଲା. ସୂର୍ଯ୍ୟ ଖୁବ ଜୋରରେ ଚମକୁଥିଲା. ଅପ୍ପୁକୁ ବହୁତ ଶୋଷ ଲାଗିଲା.	9.1s
0.91	eng-lkg-animal-products-s01.mp3	ପଶୁମାନେ ଆମକୁ ବହୁତ କିଛି ଦିଅନ୍ତି. ଆସ ଦେଖିବା, କିଏ କଣ ଦିଏ.	6.4s
0.91	math-lkg-odd-even-s04.mp3	ଚାରି, ଯୁଗ୍ମ, ସମସ୍ତଙ୍କର ଯୋଡ଼ି ଅଛି.	3.8s
0.91	gk-ukg-sink-float-s04.mp3	ନଡ଼ିଆ ଭାସେ, ଏହା ପାଣି ଉପରେ ରହେ.	3.3s
0.91	school_kitchen_s2.mp3	ବଡ଼ ଟେବୁଲ ଦେଖ. ଖାଦ୍ୟ ସେଥିରେ ପ୍ରସ୍ତୁତ ରଖାଯାଏ.	5.3s
0.91	math-nur-in-out-s01.mp3	ଏହି ସେଓ ହାଣ୍ଡି ଭିତରେ ଅଛି.	2.9s
0.91	eng-nur-domestic-animals-s06.mp3	ଏହା ଏକ ମେଣ୍ଢା. ମେଣ୍ଢା ଆମକୁ ପଶମ ଦିଏ.	4.3s
0.91	math-ukg-sub-single-s06.mp3	ଚାରି ରୁ ତିନି କାଢ଼ିଲେ, ରହିଲା ଏକ.	3.1s
0.91	evs-lkg-house-parts-s05.mp3	ଏହା ଝରକା. ଏହା ଦେଇ ପବନ ଓ ଆଲୁଅ ଭିତରକୁ ଆସେ.	5.3s
0.91	math-ukg-sub-single-s09.mp3	ପାଞ୍ଚ ରୁ ଏକ କାଢ଼ିଲେ, ରହିଲା ଚାରି.	3.4s
0.91	evs-lkg-community-helpers-s03.mp3	ଏ ଜଣେ ଶିକ୍ଷୟିତ୍ରୀ. ସେ ଆମକୁ ପଢ଼ାନ୍ତି.	4.1s
0.91	evs-lkg-animal-babies-s09.mp3	ଆଉ ଏ ତାର ଛୁଆ, ବିଲେଇ ଛୁଆ.	2.9s
0.91	math-lkg-opposites-s05.mp3	ଏହା ଭର୍ତ୍ତି.	1.4s
0.91	math-nur-light-heavy-s03.mp3	ତୁଳା ହାଲୁକା, ତାର ପଟ ଉପରକୁ ଗଲା.	3.6s
0.91	evs-ukg-balloon-ride-s02.mp3	ତଳେ, ନଦୀ, କ୍ଷେତ ଆଉ ଘର. ଏଠାରୁ ସେଗୁଡ଼ିକ କେତେ ଛୋଟ ଦିଶୁଛି.	6.0s
0.91	math-ukg-sub-single-s01.mp3	ପ୍ରଥମେ ଏଗୁଡ଼ିକ ଗଣ, ପାଞ୍ଚ.	3.1s
0.91	math-ukg-sub-single-s07.mp3	ପ୍ରଥମେ ଏଗୁଡ଼ିକ ଗଣ, ପାଞ୍ଚ.	3.1s
0.92	math-lkg-more-less-same-s04.mp3	ନାଲିଗୁଡ଼ିକ ନୀଳଠାରୁ କମ.	2.6s
0.92	math-ukg-odd-one-out-s02.mp3	ଏମାନଙ୍କ ଭିତରୁ ଗୋଟିଏ ଅଲଗା, ଆକୃତି ଦେଖ. ତାକୁ ଛୁଅଁ.	5.5s
0.92	math-ukg-odd-one-out-s03.mp3	ଏମାନଙ୍କ ଭିତରୁ ଗୋଟିଏ ଅଲଗା, ଆକୃତି ଦେଖ. ତାକୁ ଛୁଅଁ.	5.5s
0.92	evs-ukg-plant-parts-s03.mp3	ଏହା କାଣ୍ଡ. କାଣ୍ଡ ଗଛକୁ ସିଧା ଠିଆ ରଖେ ଆଉ ପାଣି ଉପରକୁ ନିଏ.	6.5s
0.92	evs-nur-festivals-s01.mp3	ପର୍ବ ହେଉଛି ଖୁସିର ଦିନ. ଆମେ ସମସ୍ତେ ମିଶି ପର୍ବ ପାଳୁ.	5.8s
0.92	eng-nur-fruits-s07.mp3	ଏହା ଏକ ନାସପାତି.	1.9s
0.92	math-ukg-sub-double-s01.mp3	ପନ୍ଦର ବିଯୁକ୍ତ ପାଞ୍ଚ. ଭାବ.	3.1s
0.92	evs-lkg-animal-habitats-s02.mp3	ଏହା ଏକ ଘରଚଟିଆ.	2.2s
0.92	math-nur-wide-narrow-s01.mp3	ଏହି ରାସ୍ତା ଓସାରିଆ. ଏଥିରେ ବସ ଯାଇପାରିବ.	4.6s
0.92	evs-lkg-professions-s07.mp3	ଡାକବାଲା ଚିଠି ଆଣନ୍ତି.	2.4s
0.92	math-lkg-odd-even-s02.mp3	ଦୁଇ, ଯୁଗ୍ମ, ସମସ୍ତଙ୍କର ଯୋଡ଼ି ଅଛି.	3.9s
0.92	math-nur-light-heavy-s04.mp3	ଏହି ଦୁଇଟି ବଲର ଓଜନ ସମାନ, ତେଣୁ ତରାଜୁ ସମାନ ରହେ.	5.8s
0.92	eng-nur-wild-animal-traits-s02.mp3	ଜିରାଫର ବେକ ବହୁତ ଲମ୍ବା. ସେ ଉଚ୍ଚ ଗଛର ପତ୍ର ଖାଏ.	5.8s
