score	clip	text spoken	heard
0.94	eng-nur-bird-animal-sounds-pigeon.mp3	This is a pigeon. The pigeon says coo, coo.	This is a pigeon. The pigeon says, Koo, Koo.
0.94	eng-nur-domestic-animals-s06.mp3	This is a sheep. The sheep gives us wool.	This is our sheep. The sheep gives us wool.
0.94	evs-ukg-places-of-worship-s02.mp3	This is a church. Christians pray here.	This is our church. Christians, pray here.
0.94	hin-nur-vadya-yantra-s06.mp3	This is the guitar. We pluck its strings.	This is the gutter. We pluck its strings.
0.94	math-nur-near-far-s04.mp3	And this ball is far.	And this ball is fur.
0.94	demo-india-s02.mp3	Our national symbols will stand on these plinths.	Our national symbols will stand on these planes.
0.94	solar_system_s9.mp3	Uranus lies on its side, like a ball rolling along.	Larenus lies on its side like a ball rolling along.
0.94	hin-ukg-swar-s12.mp3	This is o, said o. Say it with me.	This is O said home. Say it with me.
0.94	hin-ukg-teen-akshar-s06.mp3	Together they make saral, easy.	Together they make saru easy.
0.94	eng-nur-wild-animal-traits-s07.mp3	The kangaroo carries its baby in a pouch.	The kangaroo carries its bibi in a pouch.
0.94	evs-ukg-dinosaur-park-s04.mp3	This dinosaur had a long crest on its head.	This denosa had a long crest on its head.
0.94	hin-ukg-vyanjan-s29.mp3	This is bha.	This is Ba.
0.94	evs-lkg-professions-s09.mp3	The farmer ploughs the field with a tractor.	The farmer plots the field with a tractor.
0.94	hin-nur-vadya-yantra-s02.mp3	This is the tabla. It is played with the hands.	This is the tub. It is played with the hands.
0.94	math-nur-count-51-100-s14.mp3	sixty one to sixty five.	61-65
0.95	evs-ukg-states-india-s07.mp3	Tigers live in the Sundarbans of West Bengal.	Tigers live in the Sandurbans of West Bengal.
0.95	eng-nur-bird-animal-sounds-sparrow.mp3	This is a sparrow. The sparrow says cheep, cheep.	This is a sparrow. The sparrow says cheap, cheap.
0.95	evs-ukg-states-india-s05.mp3	Kerala has many, many coconut trees.	Krila has many, many coconut trees.
0.95	hin-ukg-do-akshar-s04.mp3	Together they make kal, yesterday.	Together they make call yesterday.
0.95	math-lkg-lines-curves-s03.mp3	This is a sleeping line.	This is a sleeping lion.
0.95	math-nur-count-1-20-s04.mp3	Now say, four.	Now say, for
0.95	eng-lkg-animal-products-s07.mp3	The sheep gives us wool. Wool makes our sweaters.	The sheep gives us wool. Wool makes our sweetest.
0.95	eng-nur-wild-animals-s02.mp3	This is a lion. The lion is the king of the forest.	This is our lion. The lion is the king of the forest.
0.95	evs-lkg-special-vehicles-s07.mp3	When an ambulance or a fire engine sounds its siren, everybody makes way.	When an ambulance or a fire engine sounds its sound, everybody makes way.
0.95	hin-ukg-vyanjan-s19.mp3	Now look at the tha group.	Now look at the Dha group.
0.95	math-ukg-add-double-s01.mp3	ten plus five. Have a think.	n plus 5 Have a think
0.95	eng-lkg-transport-types-s04.mp3	This is a bus.	This is a bust.
0.95	eng-nur-alphabets-s39.mp3	em for Monkey.	M for Monkey
0.95	eng-nur-alphabets-s45.mp3	oh for Orange.	O for Orange
0.95	eng-nur-find-shapes-s03.mp3	A triangle is hiding in the room. Find it and touch it.	A triangle is hiding in the room. Iron it and touch it.
0.95	eng-ukg-phonics-s30.mp3	why says yuh. Say it with me.	Why says you? Say it with me.
0.95	evs-ukg-farm-visit-horse.mp3	This is a horse. The horse pulls carts and runs fast.	This is our horse. The horse pulls carts and runs fast.
0.95	hin-ukg-vyanjan-s07.mp3	Now look at the cha group.	Now look at the chair group.
0.95	math-nur-light-heavy-s01.mp3	This is a balance. It tells us which thing is heavier.	This is our balance. It tells us which thing is heavier.
0.96	evs-ukg-states-india-s08.mp3	The one-horned rhinoceros lives in Assam.	The one-horned rhinoceros lives in a sim.
0.96	hin-ukg-char-akshar-s07.mp3	Look, a, ja, ga, ra.	Look at Ja Gara
0.96	hin-ukg-do-akshar-s12.mp3	Together they make bas, a bus.	Together they make bus, a bus.
0.96	math-ukg-sub-double-s06.mp3	thirty minus ten is twenty.	30 minutes 10 is 20.
0.96	eng-nur-insects-s08.mp3	This is a housefly. It sits on dirt, so keep your food covered.	This is a house fee. It sits on dirt, so keep your food covered.
0.96	evs-nur-festivals-s05.mp3	Holi is the festival of colours. We put gulal on one another.	Holye is the festival of colors. We put gulal on one another.
0.96	hin-ukg-swar-s05.mp3	This is ee, said ee. Say it with me.	This is E, said E. Say it with me.
0.96	hin-ukg-swar-s07.mp3	This is oo, said oo. Say it with me.	This is O said O. Say it with me.
0.96	math-nur-count-check-s04.mp3	Where is eighty six? Touch it.	Where is 86th? Touch it!
0.96	evs-ukg-national-symbols-s02.mp3	This is our national flag, the Tiranga. It is saffron, white and green, with the Ashoka Chakra in the middle.	This is our national flag, the Tyringa. It is Safran, white and green, with the Ashoka Chakra in the middle.
0.96	eng-nur-alphabets-s14.mp3	This is small ee.	This is small e.
0.96	eng-nur-alphabets-s15.mp3	ee for Elephant.	E for elephant
0.96	eng-nur-alphabets-s38.mp3	This is small em.	This is small m.
0.96	eng-nur-alphabets-s41.mp3	This is small en.	This is small n.
0.96	eng-nur-alphabets-s44.mp3	This is small oh.	This is small o.
0.96	eng-nur-alphabets-s53.mp3	This is small ar.	This is small r.
0.96	eng-nur-alphabets-s71.mp3	This is small ex.	This is small x.
0.96	gk-lkg-sports-equipment-s01.mp3	Playing games keeps us fit. Every game has its own equipment.	Playing games keeps this fit. Every game has its own equipment.
0.96	math-nur-count-51-100-s35.mp3	seventy eight.	Seventy-eighth
0.96	eng-nur-domestic-animals-s03.mp3	This is a buffalo. The buffalo gives us milk too.	This is a buffalo. The buffalo gives his milk too.
0.96	evs-nur-festivals-s04.mp3	On Makar Sankranti we fly kites.	On Makasangkranti we fly kites.
0.96	evs-ukg-india-culture-s02.mp3	We join our hands and say namaste.	We join our hands and say Namas.
0.96	evs-ukg-states-india-s04.mp3	Maharashtra is famous for its Alphonso mangoes.	Maharashtra is famous for its Alfonso mangoes.
0.96	school_office_s1.mp3	This is the office. Didi keeps the register here.	This is the office. Diddy keeps the register here.
0.96	evs-nur-good-habits-s05.mp3	We comb our hair.	We combo our hair.
0.96	evs-nur-good-habits-s08.mp3	We greet our elders, and we say, please, and thank you.	We greet our elders and we say peace and thank you.
0.96	evs-ukg-flowers-s05.mp3	This is a lotus. The lotus grows in water. It is our national flower.	This is our Lotus. The Lotus grows in water. It is our national flower.
0.96	hin-ukg-teen-akshar-s10.mp3	Together they make chamak, a shine.	Together they make chamik a shine.
0.96	evs-ukg-farm-visit-cow.mp3	This is a cow. She eats grass and gives us milk. Her baby is called a calf.	This is our cow. She eats grass and gives us milk. Her baby is called a calf.
0.97	eng-nur-alphabets-s13.mp3	This is capital ee.	This is capital E.
0.97	eng-nur-alphabets-s37.mp3	This is capital em.	This is capital M.
0.97	eng-nur-alphabets-s40.mp3	This is capital en.	This is capital N.
0.97	eng-nur-alphabets-s43.mp3	This is capital oh.	This is capital O.
0.97	eng-nur-alphabets-s52.mp3	This is capital ar.	This is capital R.
0.97	eng-nur-alphabets-s70.mp3	This is capital ex.	This is capital X.
0.97	evs-ukg-river-crossing-s01.mp3	This is a river. Water flows in the river. We want to get to the other side.	This is our river. Water flows in the river. We want to get to the other side.
0.97	eng-nur-insects-s06.mp3	This is a dragonfly. It flies near water.	This is a dragon fey. It flies near water.
0.97	evs-ukg-states-india-s03.mp3	Lions live in the Gir forest of Gujarat.	Lions live in the Gur forest of Gujarat.
0.97	hin-nur-vadya-yantra-s05.mp3	This is the flute. We blow into it to play.	This is the fluke. We blow into it to play.
0.97	math-ukg-compare-numbers-s06.mp3	five is equal to five.	Ive is equal to 5.
0.97	eng-nur-colors-s01.mp3	Look at these colours.	Look at these colors
0.97	eng-nur-colors-s06.mp3	Look at these colours.	Look at these colors
0.97	eng-lkg-transport-sort-s01.mp3	This is a car. Where does it go, on the road, on the water, or in the sky? Touch the right place.	This is our car. Where does it go on the road, on the water or in the sky? Touch the right place.
0.97	eng-lkg-transport-sort-s06.mp3	This is a ship. Where does it go, on the road, on the water, or in the sky? Touch the right place.	This is our ship. Where does it go on the road, on the water or in the sky? Touch the right place.
0.97	eng-ukg-phonics-s18.mp3	oh says oh. Say it with me.	Oh say so. Say it with me.
0.97	evs-ukg-farm-visit-hen.mp3	This is a hen. The hen pecks grain and lays eggs.	This is a hen. The hen picks grain and lays eggs.
0.97	hin-ukg-vyanjan-s13.mp3	Now look at the ta group.	Now look at the T group.
0.97	evs-ukg-dinosaur-park-s01.mp3	This is the dinosaur park. These are models of dinosaurs, they are not real. Dinosaurs lived a very, very long time ago. No dinosaur is alive today.	This is the dinosaur park. These are models of dinosaurs. They are not real. Dinosaur lived away very long time ago. No dinosaur is alive today.
0.97	chem_lab_s1.mp3	This is the chemistry lab. We do experiments here.	This is the chemistry lab. Do experiments here.
0.97	eng-lkg-hot-cold-s03.mp3	A pot off the stove is hot.	A pot of the stove is hot.
0.97	hin-ukg-vyanjan-s25.mp3	Now look at the pa group.	Now look at the pay group.
0.97	school_about.mp3	This is our school. We come here to learn and play.	This as our school, we come here to learn and play.
0.98	evs-ukg-germination-s06.mp3	A seed growing into a plant is called germination. Try sowing a seed yourself!	A seed growing into a plant is called germination. By sowing a seed yourself,
0.98	demo-water-s02.mp3	Reeds grow along the edge. Look across to the far bank.	Reads grow along the edge. Look across to the far bank.
0.98	eng-nur-elephant-story-s01.mp3	This is Appu. Appu is an elephant. He lives in the forest.	This is Apu. Apu is an elephant. He lives in the forest.
0.98	eng-nur-insects-s05.mp3	This is a ladybird. It has black spots on its red back.	This this a ladybird. It has black spots on its red back
0.98	solar_system_s3.mp3	Mercury is closest to the Sun. It is small and very hot.	Mertury is closest to the sun. It is small and very hot.
0.98	evs-ukg-dinosaur-park-s06.mp3	This is tee-Rex. It had very big teeth. It ate other animals.	This is T-Rex. It had very big teeth. It ate other animals.
0.98	hin-ukg-swar-s02.mp3	This is a, said a. Say it with me.	This is a said. Say it with me.
0.98	hin-ukg-swar-s04.mp3	This is i, said i. Say it with me.	This is I said. Say it with me.
0.98	eng-nur-bird-animal-sounds-cat.mp3	This is a cat. The cat says meow.	This is a cat. The cat says Mew.
0.98	evs-ukg-serpentarium-s03.mp3	This is a cobra. It spreads its hood. The cobra is poisonous.	This is a cobra. It spreads its wood. The cobra is poisonous.
0.98	math-lkg-odd-even-s04.mp3	four, even, every one has a pair.	For even everyone has a pair.
0.98	math-lkg-odd-even-s10.mp3	ten, even, every one has a pair.	Then, even, every one has a pair.
0.98	math-ukg-sub-single-s09.mp3	five take away one leaves four.	I've take away 1 leaves 4.
0.98	solar_system_s6.mp3	Mars is red because its dust is rusty. It has no water to drink.	Mask is red because its dust is rusty. It has no water to drink.
0.98	math-ukg-sub-single-s03.mp3	five take away two leaves three.	I've take away two leaves three.
0.98	hin-ukg-char-akshar-s08.mp3	Together they make ajagar, a python.	Together they make a jaga, a python.
0.98	evs-ukg-safe-touch-s03.mp3	If anyone touches you in a way that feels bad, or scary, or that hurts, that is an unsafe touch. Nobody may touch the parts of you that your clothes cover.	If anyone touches you in a way that feels bad, or scary, or that hurts, that is an unsive touch. Nobody may touch the parts of you that your clothes cover.
0.98	hin-ukg-char-akshar-s02.mp3	Together they make makasad, a purpose.	Together they make Makassad a purpose.
0.99	evs-ukg-india-culture-s03.mp3	In many places, people wear a turban on their head.	In many place, people wear a turban on their head.
0.99	school_tour_s1.mp3	Look around. This is our school and the houses near it.	Look around. This is our school and the house is near it.
0.99	eng-nur-insects-s04.mp3	This is a butterfly. The butterfly has colourful wings.	This is a butterfly. The butterfly has colorful wings.
0.99	evs-nur-rainbow-s04.mp3	It has seven colours. From the top, red, orange, yellow, green.	It has 7 colors. From the top, red, orange, yellow, green.
0.99	physics_lab_s3.mp3	The sloping board is a ramp. A ball rolls down it by itself.	The slopping board is a ramp. A ball rolls down it by itself.
0.99	evs-ukg-water-cycle-s02.mp3	The warm water turns into vapour and rises up, up into the sky.	The warm water turns into vapor and rises up, up into the sky.
0.99	eng-nur-elephant-story-s05.mp3	The deer was thirsty too. Appu filled his trunk and gave him water.	The deer was thirsty too. Apu filled his trunk and gave him water.
0.99	evs-ukg-flowers-s01.mp3	Flowers bloom on plants. Every flower has its own colour and its own smell.	Flowers bloom on plants. Every flower has its own color and its own smell.
1.00	chem_lab_s2.mp3	Look at the glass bottles on the shelf. We never touch them alone.	Look at the glass bottles on the shelf. We never touch them alone.
1.00	chem_lab_s3.mp3	The tall glasses in the stand are test tubes.	The tall glasses in the stand are test tubes.
1.00	demo-home-s02.mp3	The stove, the cupboard, the mats, all in one room.	The stove, the cupboard, the mats, all in one room.
1.00	demo-india-s01.mp3	This is our courtyard. In the middle is the wheel from our flag.	This is our courtyard. In the middle is the wheel from our flag.
1.00	demo-sky-s01.mp3	We are in the balloon. Look down, the ground is far below.	We are in the balloon. Look down, the ground is far below.
1.00	demo-sky-s02.mp3	The clouds are going past us. Turn your head and look all around.	The clouds are going past us. Turn your head and look all around.
1.00	demo-snow-s01.mp3	This is snow. Everything is white and quiet.	This is snow. Everything is white and quiet.
1.00	demo-snow-s02.mp3	Here is our tent, and here is the fire keeping us warm.	Here is our tent, and here is the fire keeping us warm.
1.00	demo-street-s01.mp3	This is a street, with shops on both sides.	This is a street with shops on both sides.
1.00	demo-street-s02.mp3	A shop, a clinic, a post office and a bank.	A shop, a clinic, a post office and a bank.
1.00	demo-water-s01.mp3	This is a pond. Watch the water moving.	This is a pond. Watch the water moving.
1.00	elephant.mp3	This is an elephant.	This is an elephant.
1.00	elephant_about.mp3	This is an elephant. The elephant is very big.	This is an elephant. The elephant is very big.
1.00	eng-lkg-animal-products-s01.mp3	Animals give us many things. Let us see who gives us what.	Animals give us many things. Let us see who gives us what.
1.00	eng-lkg-animal-products-s04.mp3	This is a hen.	This is a hen.
1.00	eng-lkg-animal-products-s09.mp3	The bee collects nectar from flowers.	The bee collects nectar from flowers.
1.00	eng-lkg-animal-products-s10.mp3	The bee gives us honey.	The bee gives us honey.
1.00	eng-lkg-animal-sound-names-s01.mp3	Every animal sound has a name.	Every animal sound has a name.
1.00	eng-lkg-days-week-s01.mp3	There are seven days in a week. The first is Monday.	There are seven days in a week. The first is Monday.
1.00	eng-lkg-days-week-s02.mp3	After Monday comes Tuesday.	After Monday comes Tuesday.
1.00	eng-lkg-days-week-s03.mp3	After Tuesday comes Wednesday.	After Tuesday comes Wednesday.
1.00	eng-lkg-days-week-s04.mp3	After Wednesday comes Thursday.	After Wednesday comes Thursday.
1.00	eng-lkg-days-week-s05.mp3	After Thursday comes Friday.	After Thursday comes Friday.
1.00	eng-lkg-days-week-s06.mp3	After Friday comes Saturday.	After Friday comes Saturday.
1.00	eng-lkg-days-week-s07.mp3	After Saturday comes Sunday.	After Saturday comes Sunday.
1.00	eng-lkg-days-week-s08.mp3	Monday to Sunday, that is the whole week.	Monday to Sunday, that is the whole week.
1.00	eng-lkg-hot-cold-s02.mp3	Ice cream is cold.	Ice cream is cold.
1.00	eng-lkg-hot-cold-s04.mp3	An ice lolly is cold.	A nice lolly is cold.
1.00	eng-lkg-in-on-under-s01.mp3	The red ball is on the table.	The red ball is on the table.
1.00	eng-lkg-in-on-under-s02.mp3	The blue ball is under the table.	The blue ball is under the table.
1.00	eng-lkg-in-on-under-s03.mp3	The yellow ball is in the tub.	The yellow ball is in the tub.
1.00	eng-lkg-months-year-s01.mp3	There are twelve months in a year. The first is January.	There are 12 months in a year. The first is January.
1.00	eng-lkg-months-year-s02.mp3	Then February.	Then February
1.00	eng-lkg-months-year-s04.mp3	Then April.	Then April
1.00	eng-lkg-months-year-s06.mp3	Then June.	Then June.
1.00	eng-lkg-months-year-s08.mp3	Then August.	Then, August.
1.00	eng-lkg-months-year-s09.mp3	Then September.	Then September
1.00	eng-lkg-months-year-s10.mp3	Then October.	Then October
1.00	eng-lkg-months-year-s11.mp3	Then November.	Then November
1.00	eng-lkg-months-year-s12.mp3	Then December.	Then December
1.00	eng-lkg-months-year-s13.mp3	January to December, that is the whole year.	January to December that is the whole year
1.00	eng-lkg-myself-s02.mp3	This is my mother.	This is my mother.
1.00	eng-lkg-myself-s03.mp3	This is my father.	This is my father.
1.00	eng-lkg-myself-s04.mp3	This is my brother, Raju.	This is my brother, Raju.
1.00	eng-lkg-myself-s05.mp3	This is my home. I live here with my family.	This is my home. I live here with my family.
1.00	eng-lkg-myself-s06.mp3	Now you tell us, what is your name? How old are you?	Now you tell us, what is your name? How old are you?
1.00	eng-lkg-three-letter-words-s02.mp3	Together they spell cat, a cat.	Together they spell cat, a cat.
1.00	eng-lkg-three-letter-words-s04.mp3	Together they spell dog, a dog.	Together they spell dog, a dog.
1.00	eng-lkg-three-letter-words-s06.mp3	Together they spell sun, the sun.	Together they spell Sun, the Sun.
1.00	eng-lkg-three-letter-words-s08.mp3	Together they spell cup, a cup.	Together they spell cup, a cup.
1.00	eng-lkg-three-letter-words-s12.mp3	Together they spell bus, a bus.	Together they spell bus, a bus.
1.00	eng-lkg-transport-sort-s02.mp3	This is a boat. Where does it go, on the road, on the water, or in the sky? Touch the right place.	This is a boat. Where does it go on the road, on the water or in the sky? Touch the right place.
1.00	eng-lkg-transport-sort-s03.mp3	This is an aeroplane. Where does it go, on the road, on the water, or in the sky? Touch the right place.	This is an aeroplane. Where does it go on the road, on the water or in the sky? Touch the right place.
1.00	eng-lkg-transport-sort-s04.mp3	This is a bus. Where does it go, on the road, on the water, or in the sky? Touch the right place.	This is a bus. Where does it go on the road, on the water or in the sky? Touch the right place.
1.00	eng-lkg-transport-sort-s05.mp3	This is a helicopter. Where does it go, on the road, on the water, or in the sky? Touch the right place.	This is a helicopter. Where does it go on the road, on the water or in the sky? Touch the right place.
1.00	eng-lkg-transport-types-s01.mp3	How do we go from one place to another? By transport! Some go on the road, some on water, and some in the sky.	How do we go from one place to another? By transport. Some go on the road, some on water, and some in the sky.
1.00	eng-lkg-transport-types-s02.mp3	These go on the road.	These go on the road.
1.00	eng-lkg-transport-types-s03.mp3	This is a car.	This is a car.
1.00	eng-lkg-transport-types-s07.mp3	This is an auto.	This is an auto.
1.00	eng-lkg-transport-types-s08.mp3	These go on the water.	These go on the water.
1.00	eng-lkg-transport-types-s09.mp3	This is a boat.	This is a boat.
1.00	eng-lkg-transport-types-s11.mp3	This is a sailboat.	This is a sailboat.
1.00	eng-lkg-transport-types-s12.mp3	These fly in the sky.	These fly in the sky.
1.00	eng-lkg-transport-types-s13.mp3	This is an aeroplane.	This is an aeroplane.
1.00	eng-lkg-transport-types-s14.mp3	This is a helicopter.	This is a helicopter.
1.00	eng-lkg-transport-types-s15.mp3	This is a rocket.	This is a rocket
1.00	eng-lkg-two-letter-words-s02.mp3	Together they spell in, in.	Together they spell in, in.
1.00	eng-lkg-two-letter-words-s04.mp3	Together they spell on, on.	Together they spell on, on.
1.00	eng-lkg-two-letter-words-s06.mp3	Together they spell up, up.	Together they spell up, up.
1.00	eng-lkg-two-letter-words-s08.mp3	Together they spell go, go.	Together they spell go, go.
1.00	eng-lkg-two-letter-words-s10.mp3	Together they spell no, no.	Together they spell no, no.
1.00	eng-lkg-two-letter-words-s12.mp3	Together they spell we, we.	Together they spell we, we.
1.00	eng-nur-alphabets-s63.mp3	you for Umbrella.	You for umbrella.
1.00	eng-nur-animal-sounds-s01.mp3	Every animal has its own sound. Look at one, and listen.	Every animal has its own sound. Look at one and listen.
1.00	eng-nur-animal-sounds-s03.mp3	Now find the hen.	Now find the hen.
1.00	eng-nur-animals-check-s02.mp3	Which of these is a wild animal?	Which of these is a wild animal?
1.00	eng-nur-animals-check-s03.mp3	Which of these is a domestic animal? It lives with us.	Which of these is a domestic animal? It lives with us.
1.00	eng-nur-animals-check-s04.mp3	Which of these lives in the sea?	Which of these lives in the sea?
1.00	eng-nur-animals-check-s05.mp3	Which of these lives in the forest?	Which of these lives in the forest?
1.00	eng-nur-bird-animal-sounds-dog.mp3	This is a dog. The dog says woof, woof.	This is a dog. The dog says woof woof.
1.00	eng-nur-bird-animal-sounds-duck.mp3	This is a duck. The duck says quack, quack.	This is a duck. The duck says quack, quack.
1.00	eng-nur-bird-animal-sounds-parrot.mp3	This is a parrot. The parrot squawks.	This is a parrot. The parrot squawks.
1.00	eng-nur-bird-animal-sounds-s01.mp3	Every bird and animal has its own voice. Look at one, and listen.	Every bird and animal has its own voice. Look at one and listen.
1.00	eng-nur-bird-animal-sounds-s02.mp3	What does the crow say? Find it and see.	What does the crow say? Find it and see.
1.00	eng-nur-birds-s01.mp3	These are birds. Birds have wings, and they fly.	These are birds. Birds have wings and they fly.
1.00	eng-nur-birds-s02.mp3	This is a crow. The crow is black.	This is a crow. The crow is black.
1.00	eng-nur-birds-s03.mp3	This is a sparrow. It is a little bird.	This is a sparrow. It is a little bird.
1.00	eng-nur-birds-s04.mp3	This is a pigeon.	This is a pigeon.
1.00	eng-nur-birds-s05.mp3	This is a parrot. The parrot has bright feathers.	This is a parrot. The parrot has bright feathers.
1.00	eng-nur-birds-s06.mp3	This is a peacock. The peacock is our national bird.	This is a peacock. The peacock is our national bird.
1.00	eng-nur-birds-s07.mp3	This is an owl. The owl is awake at night.	This is an owl. The owl is awake at night.
1.00	eng-nur-birds-s08.mp3	This is a duck. The duck swims in water.	This is a duck. The duck swims in water.
1.00	eng-nur-birds-s09.mp3	This is an eagle. The eagle flies very high.	This is an eagle. The eagle flies very high.
1.00	eng-nur-colors-check-s01.mp3	Which one is blue? Touch it.	Which one is blue? Touch it.
1.00	eng-nur-colors-check-s02.mp3	Which one is pink? Touch it.	Which one is pink? Touch it!
1.00	eng-nur-colors-s03.mp3	This is blue.	This is blue.
1.00	eng-nur-colors-s04.mp3	This is yellow.	This is yellow.
1.00	eng-nur-colors-s05.mp3	This is green.	This is green.
1.00	eng-nur-colors-s07.mp3	This is orange.	This is orange.
1.00	eng-nur-colors-s09.mp3	This is pink.	This is pink.
1.00	eng-nur-colors-s10.mp3	This is brown.	This is brown
1.00	eng-nur-domestic-animals-s01.mp3	These are domestic animals. They live with us, at our homes and farms.	These are domestic animals. They live with us at our homes and farms.
1.00	eng-nur-domestic-animals-s05.mp3	This is a goat.	This is a goat.
1.00	eng-nur-domestic-animals-s08.mp3	This is a cat.	This is a cat.
1.00	eng-nur-domestic-animals-s09.mp3	And this is a hen. The hen lays eggs.	And this is a hen The hen lays eggs
1.00	eng-nur-elephant-story-s02.mp3	One day it was very hot. The sun was shining brightly. Appu was very thirsty.	One day, it was very hot. The sun was shining brightly. Appu was very thirsty.
1.00	eng-nur-elephant-story-s03.mp3	Appu asked his friend the monkey, where is the water? The monkey said, the pond is that way!	Appu asked his friend the monkey, where is the water? The monkey said, the pond is that way.
1.00	eng-nur-elephant-story-s04.mp3	Appu went to the pond. He drank and drank with his long trunk.	Appu went to the pond. He drank and drank with his long trunk.
1.00	eng-nur-elephant-story-s06.mp3	Appu was happy. Helping our friends is a good thing to do.	Appu was happy. Helping our friends is a good thing to do.
1.00	eng-nur-find-shapes-s01.mp3	A circle is hiding in the room. Find it and touch it.	A circle is hiding in the room. Find it and touch it.
1.00	eng-nur-find-shapes-s02.mp3	A square is hiding in the room. Find it and touch it.	A square is hiding in the room. Find it and touch it.
1.00	eng-nur-find-shapes-s04.mp3	A star is hiding in the room. Find it and touch it.	A star is hiding in the room. Find it and touch it.
1.00	eng-nur-find-shapes-s05.mp3	A rectangle is hiding in the room. Find it and touch it.	A rectangle is hiding in the room. Find it and touch it.
1.00	eng-nur-fruits-s01.mp3	Look at these fruits.	Look at these fruits.
1.00	eng-nur-fruits-s02.mp3	This is an apple.	This is an apple.
1.00	eng-nur-fruits-s03.mp3	This is a banana.	This is a banana.
1.00	eng-nur-fruits-s04.mp3	This is an orange.	This is an orange.
1.00	eng-nur-fruits-s06.mp3	Look at these fruits.	Look at these fruits.
1.00	eng-nur-fruits-s09.mp3	This is a strawberry.	This is a strawberry.
1.00	eng-nur-fruits-s10.mp3	This is a watermelon.	This is a watermelon.
1.00	eng-nur-insects-s01.mp3	These are insects. Insects are very small, here we have made them big so you can see. Count, every insect has six legs.	These are insects. Insects are very small. Here we have made them big so you can see. Count every insect has 6 legs.
1.00	eng-nur-insects-s02.mp3	This is an ant. The ant works very hard.	This is an ant. The ant works very hard.
1.00	eng-nur-insects-s03.mp3	This is a bee. The bee makes honey.	This is a bee. The bee makes honey.
1.00	eng-nur-insects-s07.mp3	This is a grasshopper. The grasshopper jumps high.	This is a grasshopper. The grasshopper jumps high.
1.00	eng-nur-shapes-check-s01.mp3	Which one is the triangle? Touch it.	Which one is the triangle? Touch it
1.00	eng-nur-shapes-check-s02.mp3	Which one is the circle? Touch it.	Which one is the circle? Touch it.
1.00	eng-nur-shapes-check-s03.mp3	Which one is the star? Touch it.	Which one is the star? Touch it.
1.00	eng-nur-shapes-s03.mp3	This is a square.	This is a square.
1.00	eng-nur-shapes-s05.mp3	This is a rectangle.	This is a rectangle.
1.00	eng-nur-shapes-s07.mp3	This is a oval.	This is a oval.
1.00	eng-nur-vegetables-s01.mp3	Look at these vegetables.	Look at these vegetables.
1.00	eng-nur-vegetables-s02.mp3	This is a carrot.	This is a carrot.
1.00	eng-nur-vegetables-s04.mp3	This is an onion.	This is an onion.
1.00	eng-nur-vegetables-s06.mp3	Look at these vegetables.	Look at these vegetables.
1.00	eng-nur-vegetables-s07.mp3	This is a cabbage.	This is a cabbage.
1.00	eng-nur-vegetables-s09.mp3	This is a brinjal.	This is a brinjal.
1.00	eng-nur-vegetables-s10.mp3	This is a pumpkin.	This is a pumpkin.
1.00	eng-nur-water-animals-s01.mp3	We are under the sea. So many animals live here in the water.	We are under the sea. So many animals live here in the water.
1.00	eng-nur-water-animals-s02.mp3	This is a fish. The fish swims in the water.	This is a fish. The fish swims in the water.
1.00	eng-nur-water-animals-s03.mp3	This is a turtle. The turtle has a hard shell on its back.	This is a turtle. The turtle has a hard shell on its back.
1.00	eng-nur-water-animals-s04.mp3	This is a dolphin. The dolphin is very clever.	This is a dolphin. The dolphin is very clever.
1.00	eng-nur-water-animals-s05.mp3	Look far away, that is a whale. The whale is the biggest animal of all.	Look far away, that is a whale. The whale is the biggest animal of all.
1.00	eng-nur-water-animals-s06.mp3	This is an octopus. It has eight arms.	This is an octopus. It has eight arms.
1.00	eng-nur-water-animals-s07.mp3	This is a crab. The crab walks sideways.	This is a crab. The crab walks sideways.
1.00	eng-nur-water-animals-s08.mp3	This is a starfish. It looks like a star.	This is a starfish. It looks like a star.
1.00	eng-nur-wild-animal-traits-s01.mp3	Every wild animal has something special. Let us look.	Every wild animal has something special. Let us look.
1.00	eng-nur-wild-animal-traits-s02.mp3	The giraffe has a very long neck. It eats leaves from the tallest trees.	The giraffe has a very long neck. It eats leaves from the tallest trees.
1.00	eng-nur-wild-animal-traits-s03.mp3	The elephant has a long trunk. It drinks water with its trunk.	The elephant has a long trunk. It drinks water with its trunk.
1.00	eng-nur-wild-animal-traits-s04.mp3	The zebra has black and white stripes.	The zebra has black and white stripes.
1.00	eng-nur-wild-animal-traits-s05.mp3	The lion has thick hair round its neck. It is called a mane.	The lion has thick hair round its neck. It is called a mane.
1.00	eng-nur-wild-animals-s01.mp3	This is the forest. Wild animals live here.	This is the forest. Wild animals live here.
1.00	eng-nur-wild-animals-s03.mp3	This is a tiger. The tiger has stripes.	This is a tiger. The tiger has stripes.
1.00	eng-nur-wild-animals-s04.mp3	This is an elephant. The elephant is very big.	This is an elephant. The elephant is very big.
1.00	eng-nur-wild-animals-s08.mp3	This is a deer. The deer runs very fast.	This is a deer. The deer runs very fast.
1.00	eng-nur-wild-animals-s09.mp3	And this is a monkey. The monkey lives in the trees.	And this is a monkey. The monkey lives in the trees.
1.00	eng-ukg-behind-front-s01.mp3	Here is a rock, and here is a hen.	Here is a rock and here is a hen.
