score	clip	text spoken	heard
0.87	evs-ukg-snow-camp-s03.mp3	यह आग है. यह हमें गरम रखती है.	या आग है या हमें गयम रखती है
0.87	eng-nur-colors-check-s01.mp3	नीला वाला कौन सा है? उसे छुओ.	नीला वाला कौन सा है? उसे चो.
0.87	eng-nur-colors-check-s03.mp3	पीला वाला कौन सा है? उसे छुओ.	पीला वाला कौन सा है? उसे चो.
0.87	eng-nur-shapes-check-s01.mp3	त्रिभुज कौन सा है? उसे छुओ.	त्रिभुज कौन सा है? उसे चो.
0.87	evs-ukg-states-india-s01.mp3	भारत बहुत बड़ा देश है. इसमें अट्ठाईस राज्य हैं. हर राज्य की अपनी ख़ास बात है.	भारत बहुत बड़ा देश है, इसमें 28 राजे हैं, हर राजे की अपनी खास बात है
0.87	hin-ukg-teen-akshar-s10.mp3	मिलकर बनता है, चमक. चमक का मतलब ऐ शाइन.	मिलकर बनता है चवक, चवक का मतलब एशाइन,
0.87	math-nur-long-round-s02.mp3	लंबी चीज़ कौन सी है? उसे छुओ.	लंबी चीज कौन सी है? उसे चो.
0.88	eng-lkg-in-on-under-s04.mp3	ऊपर, नीचे, अंदर.	उपर, नीचे, अंदर
0.88	eng-lkg-two-letter-words-s01.mp3	देखो, आई और एन.	देखो, आई और इन
0.88	eng-nur-alphabets-s18.mp3	एफ़ से फ़िश, मछली.	एफ से फिश मच्छी
0.88	eng-nur-alphabets-s24.mp3	एच से हेन, मुर्गी.	एक सेहन मुर्गी
0.88	eng-nur-alphabets-s33.mp3	के से काइट, पतंग.	केसे काईट पतंग
0.88	eng-nur-alphabets-s57.mp3	एस से सन, सूरज.	इस सेसन सूरज
0.88	eng-nur-alphabets-s60.mp3	टी से टाइगर, बाघ.	टी से टाइगर बाग
0.88	eng-nur-alphabets-s71.mp3	यह छोटा एक्स है.	यह छोटा विक्स है
0.88	eng-nur-animal-sounds-s03.mp3	अब मुर्गी को ढूँढ़ो.	अब मुर्गी को ढूंदो
0.88	eng-nur-bird-animal-sounds-s03.mp3	अब बिल्ली को ढूँढ़ो.	अब बिल्ली को ढूंडो
0.88	eng-nur-birds-s09.mp3	यह चील है. चील बहुत ऊँचा उड़ती है.	यह चील है, चील बहुत मुचा उरती है
0.88	eng-nur-water-animals-s02.mp3	यह मछली है. मछली पानी में तैरती है.	यह मचली है, मचली पानी में तेरती है
0.88	evs-lkg-animal-food-s09.mp3	बिल्ली दूध पीती है.	बिल्ली दूद पीती है
0.88	evs-ukg-serpentarium-s05.mp3	यह छिपकली है. इसके चार पैर और एक लंबी पूँछ है.	यह अच्छी पगली है, इसके चार पैर और एक लंबी पूँच है
0.88	gk-lkg-sports-equipment-s08.mp3	यह हॉकी स्टिक है.	यहाँ हाटी स्टिक है
0.88	hin-ukg-teen-akshar-s07.mp3	देखो, म और क और र.	देखो में और कर
0.88	hin-ukg-vyanjan-s07.mp3	अब च वर्ग देखो.	अब जवर्ग देखो
0.88	math-lkg-wet-dry-s06.mp3	धूप निकली है. धूप में चीज़ें सूख जाती हैं.	दूप निकली है, दूप में चीजें सूख जाती हैं.
0.88	math-nur-up-down-s01.mp3	लाल गेंद ऊपर है, अलमारी के ऊपर.	लाल गेंद उपर है, अलमारी के उपर.
0.88	math-ukg-compare-numbers-s01.mp3	सात और तीन देखो.	साथ और तीन देखो
0.88	math-ukg-compare-numbers-s02.mp3	सात, तीन से बड़ा है.	साथ, तीन से बड़ा है
0.88	math-ukg-sub-double-s05.mp3	तीस घटा दस. सोचो.	तीस घटा दस सोजो
0.88	eng-nur-colors-check-s02.mp3	गुलाबी वाला कौन सा है? उसे छुओ.	गुलाबी वाला कौन सा है? उसे चो.
0.88	math-nur-weight-check-s02.mp3	अब कौन सा हल्का है? उसे छुओ.	अब कौन सा हलका है? उसे चो.
0.88	eng-nur-wild-animals-s03.mp3	यह बाघ है. बाघ के शरीर पर धारियाँ हैं.	यह बाग है, बाग के शरीर परधारियां हैं.
0.88	evs-ukg-national-symbols-s07.mp3	और बरगद हमारा राष्ट्रीय पेड़ है.	और बर्गध हमारा राश्ट्रिय पेड़ है
0.88	hin-lkg-khet-upar-niche-s01.mp3	यह खेत की मिट्टी है, और ऊपर ज़मीन.	यह खेद के मिट्टी है और उपर जमीन
0.88	eng-lkg-months-year-s01.mp3	साल में बारह महीने होते हैं. पहला महीना जनवरी.	साल में 12 महीने होते हैं. पहला महीना जन्वरी
0.89	eng-nur-alphabets-s63.mp3	यू से अम्ब्रेला, छाता.	यूसे अम्ब्रेला चाता
0.89	eng-nur-wild-animal-traits-s03.mp3	हाथी की लंबी सूँड़ है. सूँड़ से वह पानी पीता है.	हाथी की लंबी सून है, सून से वह पानी पीता है।
0.89	eng-ukg-phonics-s28.mp3	डब्ल्यू की ध्वनि, व.	लब्लीयो की ध्वनीव
0.89	evs-lkg-animal-habitats-s09.mp3	शेर माँद में रहता है.	शेरमान में रहता है
0.89	evs-lkg-body-parts-s02.mp3	यह सिर है.	या सिरहे
0.89	hin-lkg-khet-upar-niche-s03.mp3	मूली भी नीचे उगती है.	मूली भी नीचे उपती है
0.89	hin-ukg-matra-s07.mp3	क में ई मात्रा लगी, की.	कमेली मात्रा लगी की
0.89	math-lkg-half-whole-s02.mp3	और यह आधा सेब है.	और यह आधा सेभ है
0.89	math-lkg-open-close-s03.mp3	यह दरवाज़ा बंद है.	यह दर्वाजा बंध है
0.89	math-nur-count-51-100-s11.mp3	अट्ठावन.	अठावन
0.89	physics_lab_s3.mp3	ढलान वाला तख़्ता रैंप है. गेंद उस पर अपने आप लुढ़कती है.	गलान वाला तख्ता रैंप है, गेंद उस पर अपने आप लुड़हती है
0.89	eng-nur-bird-animal-sounds-cat.mp3	यह बिल्ली है. बिल्ली म्याऊँ-म्याऊँ करती है.	यह बिल्ली है, बिल्ली म्याउ म्याउ करती है
0.89	evs-ukg-farm-visit-duck.mp3	यह बत्तख है. बत्तख तालाब में तैरती है.	यह बत्तग है, बत्तग तालाब में तैरती है
0.90	evs-lkg-professions-s09.mp3	किसान ट्रैक्टर से खेत जोतते हैं.	किसान ट्रैक्टर से खेट जोते हैं
0.90	evs-ukg-national-symbols-s05.mp3	कमल हमारा राष्ट्रीय फूल है.	कमल हमारा राश्ट्रिय प्फूल है.
0.90	eng-lkg-animal-products-s07.mp3	भेड़ हमें ऊन देती है. ऊन से स्वेटर बनता है.	भेड हमें उन देती है, उन से स्वेटर बनता है,
0.90	eng-lkg-hot-cold-s01.mp3	चाय गरम है. ध्यान से!	चाए गरम है ध्यान से
0.90	eng-nur-wild-animal-traits-s06.mp3	गैंडे की नाक पर सींग है.	गैने की नाक पर सींग है
0.90	evs-lkg-animal-habitats-s11.mp3	गाय गौशाला में रहती है.	गाए गोशाला में रहती है
0.90	evs-ukg-states-india-s02.mp3	राजस्थान में रेगिस्तान है. वहाँ ऊँट चलते हैं.	राजस्थान में रेगिस्तान है, वहाँ उठ चलते हैं
0.90	hin-lkg-sabji-rang-s02.mp3	टमाटर का रंग लाल है.	अमाटर का रंग लाल है
0.90	math-ukg-add-double-s02.mp3	दस और पाँच, पंद्रह.	रस और पाँच, पंद्रह
0.90	math-ukg-sub-double-s01.mp3	पंद्रह घटा पाँच. सोचो.	पंदरह घटा पांच, सोजो
0.90	evs-ukg-farm-visit-cow.mp3	यह गाय है. गाय घास खाती है और हमें दूध देती है. उसके बच्चे को बछड़ा कहते हैं.	यह गाए है गाए घास खाती है और हमें दूद देती है उसके बच्चे को बच्छडा कहते हैं
0.90	evs-ukg-village-city-s04.mp3	चार, पाँच मंज़िल, एक के ऊपर एक.	चार, पांच मन्जिल एक के उपर एक
0.91	eng-lkg-in-on-under-s01.mp3	लाल गेंद मेज़ के ऊपर है.	लाल गेंद मेज के उपर है
0.91	eng-lkg-in-on-under-s03.mp3	पीली गेंद टब के अंदर है.	पिली गेंद तब के अंदर है
0.91	eng-lkg-myself-s02.mp3	यह मेरी माँ हैं.	या मेरी मा हैं
0.91	eng-lkg-two-letter-words-s07.mp3	देखो, जी और ओ.	देखो जी औरो
0.91	eng-nur-animals-check-s01.mp3	इनमें से कौन पानी में रहता है? उसे छुओ.	इन में से कौन पानी में रहता है? उसे चो.
0.91	eng-nur-birds-s02.mp3	यह कौआ है. कौआ काला होता है.	यह कौँ है, कौँ काला होता है
0.91	eng-nur-shapes-s05.mp3	यह आयत है.	या आयत है
0.91	eng-ukg-phonics-s04.mp3	सी की ध्वनि, क.	सी की ध्वनी
0.91	eng-ukg-phonics-s14.mp3	के की ध्वनि, क.	केकी ध्वनी
0.91	eng-ukg-phonics-s27.mp3	वी की ध्वनि, व.	वीकी धनी व
0.91	evs-lkg-animal-footprints-s02.mp3	ये गाय के पैरों के निशान हैं!	ये गाए के पैरों के निशान हैं
0.91	evs-ukg-places-of-worship-s02.mp3	यह गिरजाघर है. ईसाई यहाँ प्रार्थना करते हैं.	यह गिर्जागर है, इसाई यहां प्रार्थना करते हैं
0.91	evs-ukg-snow-camp-s02.mp3	यह हमारा तंबू है. हम इसमें सोते हैं.	यह हमारा तम्मू है, हम इसमें सोते हैं
0.91	hin-nur-vadya-yantra-s08.mp3	यह तुरही है.	यह तो ही है
0.91	hin-ukg-do-akshar-s03.mp3	देखो, क और ल.	देखो करल
0.91	math-lkg-open-close-s02.mp3	यह फाटक खुला है. अब रास्ता साफ़ है.	यह फार तक खुला है, अब रास्ता साफ है
0.91	math-nur-count-51-100-s24.mp3	उनहत्तर.	उन्हेतर
0.91	math-ukg-divide-single-s05.mp3	यहाँ बारह हैं.	यहां बारा हैं
0.91	evs-ukg-village-city-s05.mp3	गाँव में घर नीचे, शहर में ऊपर. दोनों में लोग रहते हैं.	गाउं में घर नीचे, शहर में उपर, दोनों में लोग रहते हैं।
0.91	evs-ukg-farm-visit-s03.mp3	कौन अंडे देता है? और ऊन किससे मिलती है?	कौन अंडे देता है और उन किसे मिलती है
0.91	hin-nur-janvar-boliya-s03.mp3	घोड़ा हिनहिनाता है. मुर्गी कुड़कुड़ाती है.	गुड़ा हिन हिन आता है, मुर्गी कुड़कुड़ाती है
0.91	math-ukg-odd-one-out-s01.mp3	इनमें से एक अलग है. रंग देखो. उसे छुओ.	इन में से एक अलग है, रंग देखो, उसे चो.
0.92	evs-ukg-dinosaur-park-s01.mp3	यह डायनासोर पार्क है. ये डायनासोर के पुतले हैं, असली नहीं. डायनासोर बहुत, बहुत पहले रहते थे. आज कोई डायनासोर ज़िंदा नहीं है.	यह डाइनासोर पार्क है, यह डाइनासोर के पुतले हैं, असली नहीं, डाइनासोर बहुत बहुत पहले रहते थे, आज कोई डाइनासोर जिन्दा नहीं है
0.92	evs-ukg-seasons-s02.mp3	गर्मी में सूरज तेज़ चमकता है. बहुत गरमी लगती है.	गर्मी में सूरज तेज चमर्टा है, बहुत गर्मी लगती है
0.92	farm_yard_s2.mp3	क्या तुम वह जानवर ढूँढ सकते हो जो हमें दूध देता है?	क्या तुम वह जानवर ढूंड सकते हो जो हमें दूर देता है।
0.92	hin-ukg-char-akshar-s01.mp3	देखो, म और क और स और द.	देखो में औरक और्ज और्द
0.92	math-nur-up-down-s03.mp3	पंखा ऊपर है. चटाई नीचे है.	पंखा उपर है, चटाई नीचे है,
0.92	math-ukg-add-single-s09.mp3	तीन और चार मिलकर सात.	तीन और चार मिलकर साथ
0.92	eng-nur-find-shapes-s04.mp3	कमरे में तारा कहाँ छिपा है? उसे ढूँढ़ो और छुओ.	कमरे में तारा कहां छिपा है? उसे ढूनो और छो.
0.92	evs-lkg-healthy-food-s01.mp3	इनमें से सेहतमंद खाना कौन सा है? उसे छुओ.	इन में से सहतमंद खाना कौन सा है? उसे चूँ.
0.92	evs-lkg-healthy-food-s02.mp3	इनमें से सेहतमंद खाना कौन सा है? उसे छुओ.	इन में से सहतमंद खाना कौन सा है? उसे चूँ.
0.92	evs-lkg-healthy-food-s03.mp3	इनमें से सेहतमंद खाना कौन सा है? उसे छुओ.	इन में से सहतमंद खाना कौन सा है? उसे चूँ.
0.92	math-ukg-odd-one-out-s02.mp3	इनमें से एक अलग है. आकार देखो. उसे छुओ.	इन में से एक अलग है, आकार देखो, उसे चो.
0.92	math-ukg-odd-one-out-s03.mp3	इनमें से एक अलग है. आकार देखो. उसे छुओ.	इन में से एक अलग है, आकार देखो, उसे चो.
0.92	evs-ukg-national-symbols-s08.mp3	जब राष्ट्रगान बजता है, हम सीधे खड़े होते हैं. जय हिंद!	जब राश्ट्र गान बचता है, हम सीधे खड़े होते हैं। जय हिंद।
0.92	eng-lkg-animal-products-s09.mp3	मधुमक्खी फूलों से रस लेती है.	मधु मख्खी फूलों से रस लेती है
0.92	eng-lkg-animal-products-s10.mp3	मधुमक्खी हमें शहद देती है.	मधु मख्षी हमें शहद देती है
0.92	eng-lkg-days-week-s01.mp3	हफ़्ते में सात दिन होते हैं. पहला दिन सोमवार.	हफ़ते में साथ दिन होते हैं, पहला दिन सोंवार
0.92	eng-lkg-three-letter-words-s08.mp3	मिलकर बनता है कप, प्याला.	मिलकर बनता है कब प्याला
0.92	eng-lkg-two-letter-words-s09.mp3	देखो, एन और ओ.	देखो, एन औरो
0.92	eng-nur-domestic-animals-s03.mp3	यह भैंस है. भैंस भी दूध देती है.	यह भैस है, भैस भी दूद देती है
0.92	eng-nur-find-shapes-s02.mp3	कमरे में वर्ग कहाँ छिपा है? उसे ढूँढ़ो और छुओ.	कमरे में वर्ग कहां छिपा है? उसे ढूनो और छो.
0.92	eng-nur-find-shapes-s05.mp3	कमरे में आयत कहाँ छिपा है? उसे ढूँढ़ो और छुओ.	कमरे में आयत कहां छिपा है? उसे ढूनो और छो.
0.92	eng-ukg-phonics-s09.mp3	जी की ध्वनि, ग.	जी की ध्वनी गुट
0.92	eng-ukg-phonics-s32.mp3	ज़ेड की ध्वनि, ज़.	जेड की धोनी ज़
0.92	evs-lkg-animal-habitats-s02.mp3	यह गौरैया है.	यह गौर यह है
0.92	evs-ukg-national-symbols-s06.mp3	आम हमारा राष्ट्रीय फल है.	आम हमारा राश्ट्रिय फल है
0.92	hin-ukg-do-akshar-s09.mp3	देखो, म और न.	देखो में और नुदू
0.92	hin-ukg-swar-s12.mp3	यह ओ है. बोलो, ओ.	या ओ है, बोलो, ओ
0.92	hin-ukg-teen-akshar-s08.mp3	मिलकर बनता है, मकर. मकर का मतलब ऐ क्रोकोडाइल.	मिलकर बनता है मकर. मकर का मतलब है क्रोकोडाईल.
0.92	school_hall_s1.mp3	अब हम स्कूल के अंदर हैं. यह गलियारा है.	अब हम स्कूल के अंदर हैं, यह गली आ रहा है।
0.93	eng-nur-elephant-story-s04.mp3	अप्पू तालाब पर गया. उसने अपनी लंबी सूँड़ से ख़ूब पानी पिया.	अप्पू तालाप पर गया उसने अपनी लंबी सूर से खोब पानी पिया
0.93	eng-nur-elephant-story-s05.mp3	हिरण भी प्यासा था. अप्पू ने सूँड़ में पानी भरकर उसे भी पिलाया.	किरन भी प्यासा था, अप्पु ने सूंड में पानी भर कर उसे भी पिलाया।
0.93	gk-lkg-sports-equipment-s09.mp3	हॉकी स्टिक और गेंद से खेलते हैं. हॉकी हमारा राष्ट्रीय खेल है.	होकी स्टिक और गेंज से खेलते हैं होकी हमारा राश्ट्रिय खेल है
0.93	eng-nur-find-shapes-s03.mp3	कमरे में त्रिभुज कहाँ छिपा है? उसे ढूँढ़ो और छुओ.	कमरे में त्रिभज कहां छेपा है? उसे ढूनो और छो।
0.93	evs-ukg-states-india-s07.mp3	पश्चिम बंगाल के सुंदरबन में बाघ रहते हैं.	पश्चिम बंगाल के सुन्दर्बन में बाग रहते हैं।
0.93	math-lkg-same-different-s01.mp3	तीन एक जैसे हैं, एक अलग है. अलग वाले को छुओ.	तीन एक जैसे हैं, एक अलग है, अलग वाले को चो.
0.93	math-lkg-same-different-s02.mp3	तीन एक जैसे हैं, एक अलग है. अलग वाले को छुओ.	तीन एक जैसे हैं, एक अलग है, अलग वाले को चो.
0.93	math-lkg-same-different-s03.mp3	तीन एक जैसे हैं, एक अलग है. अलग वाले को छुओ.	तीन एक जैसे हैं, एक अलग है, अलग वाले को चो.
0.93	demo-snow-s02.mp3	यहाँ हमारा तंबू है, और यहाँ आग.	यहां हमारा तंबू है और यहां अग।
0.93	evs-lkg-body-parts-s06.mp3	यह नाक है. नाक से हम सूँघते हैं.	यह नाक है, नाक से हम सूंगते हैं
0.93	evs-nur-good-habits-s05.mp3	हम अपने बालों में कंघी करते हैं.	हम अपने बालों में कंगी करते हैं.
0.93	evs-ukg-national-symbols-s04.mp3	मोर हमारा राष्ट्रीय पक्षी है.	मोर हमारा राश्ट्रिय पक्षी है
0.93	hin-nur-janvar-boliya-s02.mp3	गाय रँभाती है. बकरी मिमियाती है.	गाय रंभाती है, वकरी मिम्याती है
0.93	evs-ukg-flowers-s07.mp3	यह चमेली है. ये छोटे सफ़ेद फूल बहुत महकते हैं.	यह चमेली है ये चोटे सफेद फूल बहुत महते हैं
0.93	demo-street-s02.mp3	दुकान, दवाखाना, डाकघर और बैंक.	दुकान, दवा खाना, डाक खर और बैंक
0.93	eng-lkg-animal-sound-names-s03.mp3	घोड़े की, हिन हिन. मुर्गी की, कुड़ कुड़.	गोडे की हिन हिन, मुर्गी की कुड़ कुड़,
0.93	eng-nur-alphabets-s69.mp3	डब्ल्यू से वॉटरमेलन, तरबूज़.	डब्ल्यू से वाटरमेल न तर्बूस
0.93	eng-nur-birds-s04.mp3	यह कबूतर है.	यह कब उतर है
0.93	eng-nur-insects-s08.mp3	यह मक्खी है. मक्खी गंदगी पर बैठती है, इसलिए खाना ढककर रखो.	यह मक्खी है, मक्खी गंदगी पर बैठती है, इसलिए खाना धग कर रखो.
0.93	evs-ukg-germination-s03.mp3	अब एक अंकुर ऊपर की ओर बढ़ता है और मिट्टी से बाहर झाँकता है.	अब एक अंकुर उपर की ओर बढ़ता है और मिट्टी से बाहर जांकता है।
0.93	evs-ukg-plant-parts-s03.mp3	यह तना है. तना पौधे को सीधा खड़ा रखता है और पानी ऊपर पहुँचाता है.	यह तना है गना पौधे को सीधा खड़ा रखता है और पानी उपर पहुँचाता है
0.93	evs-ukg-village-city-s03.mp3	अब यह शहर है. इमारतें ऊँची हैं.	अब यहाँ शहर है इमारतें उची हैं
0.93	gk-lkg-sports-equipment-s13.mp3	टेनिस रैकेट और गेंद से खेलते हैं.	टेनिस रैकेट और गेन से खेलते हैं.
0.93	hin-lkg-khet-upar-niche-s04.mp3	और चुकंदर भी.	और चुक अंदर भी
0.93	hin-lkg-khet-upar-niche-s05.mp3	टमाटर ज़मीन के ऊपर उगता है.	टमाटर जमीन के उपर उगता है
0.93	hin-nur-vadya-yantra-s07.mp3	यह ढोल है. इसे डंडियों से बजाते हैं.	यह धोल है, इसे डंडियों से बजाते हैं.
0.93	math-nur-in-out-s02.mp3	यह सेब बाहर है.	यह से बाहर है
0.93	our_classroom_s5.mp3	खिड़कियाँ देखो. रोशनी वहीं से आती है.	खिरकिया देखो, रोशनी वहीं से आती है.
0.94	eng-nur-bird-animal-sounds-sparrow.mp3	यह गौरैया है. गौरैया चीं-चीं करती है.	यह गोरिया है, गोरिया चीई चीई करती है
0.94	eng-nur-birds-s05.mp3	यह तोता है. तोते के पंख रंग-बिरंगे हैं.	यह तोता है, तोते के पंक रंग बिरंगे हैं।
0.94	eng-nur-birds-s07.mp3	यह उल्लू है. उल्लू रात को जागता है.	यह उल्लू है, उल्लू रात को जाकता है
0.94	eng-nur-domestic-animals-s06.mp3	यह भेड़ है. भेड़ से हमें ऊन मिलती है.	यह भेड है, भेड से हमें उन मिलती है
0.94	gk-lkg-sports-equipment-s03.mp3	क्रिकेट बल्ले और गेंद से खेलते हैं.	क्रिकेट बल्ले और गेन से खेलते हैं
0.94	gk-ukg-sink-float-s05.mp3	चम्मच डूब जाता है, नीचे बैठ जाता है.	चम्मच दूब जाता है, नीचे बैठ जाता है
0.94	math-nur-light-heavy-s03.mp3	रुई हल्की है, उसकी तरफ़ ऊपर है.	रूई हलकी है उसकी तरफ उपर है
0.94	solar_system_s10.mp3	वरुण सबसे दूर है, और सबसे ठंडा.	वरूर सबसे दूर है और सबसे ठंडा
0.94	evs-nur-festivals-s08.mp3	ईद पर हम चाँद देखते हैं, और सबको गले लगाकर ईद मुबारक कहते हैं.	इद पर हम चांद देखते हैं और सब को गले लगाकर इद मुबारक कहते हैं.
0.94	demo-india-flag.mp3	यह हमारा राष्ट्रीय ध्वज है, तिरंगा.	यह हमारा राश्ट्रिय ध्वज है तिरंगा
0.94	eng-nur-alphabets-s42.mp3	एन से नेस्ट, घोंसला.	एंसे नेस्ट घोंसला
0.94	evs-lkg-body-parts-s07.mp3	यह मुँह है. मुँह से हम खाते और बोलते हैं.	यह मू है, मू से हम खाते और बोलते हैं
0.94	evs-lkg-community-helpers-s06.mp3	यह दमकलकर्मी हैं. वे आग बुझाते हैं.	यह दमकल कर्मी हैं, वे आप बुझाते हैं
0.94	evs-nur-rainbow-s04.mp3	इसमें सात रंग हैं, लाल, नारंगी, पीला, हरा,	इसमें साथ रंग हैं लाल, नारंगी, पीला, हरा
0.94	evs-ukg-farm-visit-sheep.mp3	यह भेड़ है. भेड़ के बालों से ऊन बनती है.	यह भेड है, भेड के बालों से उन बनती है
0.94	evs-ukg-village-city-s01.mp3	यह गाँव है. घर छोटे हैं और दूर-दूर हैं.	यह गाउं है, घर छोटे हैं और दूर दूर हैं
0.94	evs-ukg-water-cycle-s01.mp3	सूरज तालाब के पानी को गरम करता है.	सूरज तालाप के पानी को गरम करता है
0.94	hin-ukg-matra-s11.mp3	क में ए मात्रा लगी, के.	में एमात्रा लगी के
0.94	hin-ukg-vyanjan-s19.mp3	अब त वर्ग देखो.	अब तब वर्ग देखो
0.94	hin-ukg-vyanjan-s31.mp3	अब य र ल व देखो.	अब ये ररलव देखो
0.94	solar_system_s3.mp3	बुध सूरज के सबसे पास है. यह छोटा है और बहुत गरम.	बुद्ध सूरज के सबसे पास है, यह चोटा है और बहुत गर्म
0.94	eng-nur-insects-s04.mp3	यह तितली है. तितली के पंख रंग-बिरंगे हैं.	यह तितली है तितली के पंक रंग बिरंगे हैं
0.94	eng-nur-water-animals-s08.mp3	यह तारा मछली है. यह तारे जैसी दिखती है.	यह तारा मचली है, यह तारे जैसी दिखती है
0.94	evs-ukg-farm-visit-s02.mp3	कौन-सा जानवर हमें दूध देता है? उसे ढूँढ़ो.	कौन सा जानवर हमें दूद देता है? उसे ढूंढो.
0.94	evs-ukg-water-cycle-s03.mp3	ऊपर ठंडा होकर भाप बादल बन जाती है.	उपर ठंडा होकर भाप बादल बन जाती है।
0.94	gk-ukg-sink-float-s04.mp3	नारियल तैरता है, पानी के ऊपर रहता है.	नारियल तेरता है, पानी के उपर रहता है.
0.94	hin-nur-vadya-yantra-s03.mp3	यह ढोलक है. इसे दोनों तरफ़ से बजाते हैं.	यह धोलक है, इसे दोनों तरफ से बजाते हैं
0.95	eng-nur-birds-s06.mp3	यह मोर है. मोर हमारा राष्ट्रीय पक्षी है.	यह मोर है, मोर हमारा राश्ट्रिय पक्षी है.
0.95	evs-lkg-house-parts-s05.mp3	यह खिड़की है. इससे हवा और रोशनी आती है.	यहाँ खिडकी है, इससे हवा और रोश्मी आती है।
0.95	evs-lkg-professions-s07.mp3	डाकिया चिट्ठियाँ लाते हैं.	डाकिया चिठियां लाते हैं
0.95	evs-nur-festivals-s06.mp3	क्रिसमस पर हम क्रिसमस ट्री सजाते हैं,	क्रिसंस पर हम क्रिसंस ट्री सजाते हैं
0.95	evs-ukg-serpentarium-s06.mp3	यह कछुआ है. यह अपने खोल में छिप जाता है.	यहाँ कचुआ है, यहाँ अपने खोल में छिप जाता है.
0.95	farm_yard_s1.mp3	आँगन में चारों ओर देखो. तुम्हें क्या दिखता है?	आंगन में चारों और देखो, तुम्हें क्या दिखता है?
0.95	gk-lkg-sports-equipment-s11.mp3	बास्केटबॉल को ऊपर बास्केट में डालते हैं.	बासकेट बॉल को उपर बासकेट में डालते हैं
0.95	hin-ukg-matra-s05.mp3	क में इ मात्रा लगी, कि.	प्क में इमात्रा लगी की
0.95	math-lkg-open-close-s01.mp3	यह फाटक बंद है. कोई अंदर नहीं जा सकता.	यह फाटक बंध है, कोई अंदर नहीं जा सकता
0.95	physics_lab_s2.mp3	डोरी पर लटकी वह छोटी गेंद लोलक है. यह इधर-उधर झूलती है.	डोरी पर लटकीवा छोटी गेंद लोलक है, यह इधर उधर जूलती है
0.95	demo-india-s01.mp3	यह हमारा प्रांगण है. बीच में अशोक चक्र है.	यह हमारा प्रांगन है, बीच में अशोक चक्र है,
0.95	eng-nur-insects-s06.mp3	यह व्याध पतंगा है. यह पानी के पास उड़ता है.	यह व्याद पतंगा है, यह पानी के पास उड़ता है.
0.95	evs-nur-festivals-s02.mp3	दिवाली रोशनी का त्योहार है. हम दीये जलाते हैं.	दिवाली रोश्णी का त्योहार है, हम दिये जलाते हैं
0.95	evs-nur-good-habits-s01.mp3	अच्छी आदतें हमें स्वस्थ और ख़ुश रखती हैं.	अच्छी आदतें हमें स्वस्त और खोश रखती हैं.
0.95	evs-nur-good-habits-s02.mp3	हम रोज़ सुबह और रात को दाँत साफ़ करते हैं.	हम रोज सुबह और रात को दाँच साफ करते हैं
0.95	evs-ukg-germination-s05.mp3	धूप और पानी पाकर यह बड़ा पौधा बन जाता है.	दूप और पानी पाकर यह बड़ा पौधा बन जाता है।
0.95	gk-lkg-sports-equipment-s07.mp3	बैडमिंटन रैकेट और शटलकॉक से खेलते हैं.	बैडमिंटन रैकेट और शडल कॉक से खेलते हैं
0.95	hin-ukg-do-akshar-s12.mp3	मिलकर बनता है, बस. बस का मतलब ऐ बस.	मिलकर बनता है बस, बस का मतलब ए बस
0.95	evs-ukg-safe-touch-s03.mp3	अगर कोई ऐसे छुए कि तुम्हें बुरा लगे, डर लगे, या दर्द हो, वह असुरक्षित छूना है. जो हिस्से कपड़ों से ढके रहते हैं, उन्हें कोई नहीं छू सकता.	अगर कोई ऐसे चुए कि तुम्हें बुरा लगे, डर लगे या दर्द हो, वह असुरक्षित चुना है। जो हिस्से कपड़ों से ढके रहते हैं, उन्हें कोई नहीं चुँ सकता।
0.95	evs-nur-good-habits-s04.mp3	हम रोज़ नहाते हैं और तौलिये से बदन पोंछते हैं.	हम रोज नहाते हैं और तौलिय से बदन पोचते हैं.
0.95	evs-ukg-dinosaur-park-s07.mp3	हमें डायनासोर के बारे में उनकी हड्डियों से पता चला, जो ज़मीन के नीचे मिलीं.	हमें डाइनासोर के बारे में उनकी हड़ियों से पता चला जो जमीन के नीचे मिली
0.95	evs-ukg-farm-visit-horse.mp3	यह घोड़ा है. घोड़ा गाड़ी खींचता है और तेज़ दौड़ता है.	यह घोड़ा है घोड़ा गारी खीचता है और तेज दोड़ता है
0.95	evs-ukg-serpentarium-s02.mp3	शीशा हमें सुरक्षित रखता है. हम सिर्फ़ देखते हैं, शीशे को थपथपाते नहीं.	शीशा हमें सुरक्षित रखता है। हम सिर्फ देखते हैं शीशे को थोड़ पाते नहीं।
0.95	hin-lkg-sabji-rang-s06.mp3	बैंगन का रंग बैंगनी है.	बैंगहन का रंग बैंगनी है
0.95	hin-ukg-do-akshar-s10.mp3	मिलकर बनता है, मन. मन का मतलब द माइंड.	मिलकर बनता है मन, मन का मतलब दमाइन
0.95	hin-ukg-teen-akshar-s06.mp3	मिलकर बनता है, सरल. सरल का मतलब ईज़ी.	मिलकर बनता है सरल सरल का मतलब इजी
0.95	math-ukg-add-double-s04.mp3	बारह और छह, अठारह.	बारह और छे अठारह
0.95	math-ukg-multiply-single-s03.mp3	दो गुणा तीन बराबर छह.	दो गुणा तीन बराबर छे
